NO,JENJANG,PROGRAM STUDI,STATUS PENDIDIKAN,NAMA PROVINSI,JUMLAH SATUAN PENDIDIKAN,JUMLAH PESERTA,MATA UJI,RERATA NILAI,TAHUN
9695,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,-,BAHASA INGGRIS,-,2016
9696,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,13,BAHASA INGGRIS,26,2016
9697,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,-,BAHASA INGGRIS,-,2016
9698,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,-,BAHASA INGGRIS,-,2016
9699,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,-,MATEMATIKA,-,2016
9700,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,-,MATEMATIKA,-,2016
9701,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,-,MATEMATIKA,-,2016
9702,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,-,MATEMATIKA,-,2016
9703,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,-,MATEMATIKA,-,2016
9704,SMA/MA,PROTESTAN,NEGERI,ACEH,-,-,MATEMATIKA,-,2016
9705,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,-,-,MATEMATIKA,-,2016
9706,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,-,MATEMATIKA,-,2016
9707,SMA/MA,PROTESTAN,NEGERI,RIAU,-,-,MATEMATIKA,-,2016
9708,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,-,MATEMATIKA,-,2016
9709,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,-,MATEMATIKA,-,2016
9710,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,-,MATEMATIKA,-,2016
9711,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,-,MATEMATIKA,-,2016
9712,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,-,MATEMATIKA,-,2016
9713,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,-,MATEMATIKA,-,2016
9714,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,-,MATEMATIKA,-,2016
9715,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,-,MATEMATIKA,-,2016
9716,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,-,MATEMATIKA,-,2016
9717,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,-,MATEMATIKA,-,2016
9718,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,-,MATEMATIKA,-,2016
9719,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,-,MATEMATIKA,-,2016
9720,SMA/MA,PROTESTAN,NEGERI,BALI,-,-,MATEMATIKA,-,2016
9721,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,-,MATEMATIKA,-,2016
9722,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,-,MATEMATIKA,-,2016
9723,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,-,MATEMATIKA,-,2016
9724,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,-,MATEMATIKA,-,2016
9725,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,-,MATEMATIKA,-,2016
9726,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,-,MATEMATIKA,-,2016
9727,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,-,MATEMATIKA,-,2016
9728,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,-,MATEMATIKA,-,2016
9729,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,-,MATEMATIKA,-,2016
9730,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,13,MATEMATIKA,28.08,2016
9731,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,-,MATEMATIKA,-,2016
9732,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,-,MATEMATIKA,-,2016
9733,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,-,ETIKA KRISTEN,-,2016
9734,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,-,ETIKA KRISTEN,-,2016
9735,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,-,ETIKA KRISTEN,-,2016
9736,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,-,ETIKA KRISTEN,-,2016
9737,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,-,ETIKA KRISTEN,-,2016
9738,SMA/MA,PROTESTAN,NEGERI,ACEH,-,-,ETIKA KRISTEN,-,2016
9739,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,-,-,ETIKA KRISTEN,-,2016
9740,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,-,ETIKA KRISTEN,-,2016
9741,SMA/MA,PROTESTAN,NEGERI,RIAU,-,-,ETIKA KRISTEN,-,2016
9742,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,-,ETIKA KRISTEN,-,2016
9743,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,-,ETIKA KRISTEN,-,2016
9744,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,-,ETIKA KRISTEN,-,2016
9745,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,-,ETIKA KRISTEN,-,2016
9746,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,-,ETIKA KRISTEN,-,2016
9747,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,-,ETIKA KRISTEN,-,2016
9748,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,-,ETIKA KRISTEN,-,2016
9749,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,-,ETIKA KRISTEN,-,2016
9750,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,-,ETIKA KRISTEN,-,2016
9751,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,-,ETIKA KRISTEN,-,2016
9752,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,-,ETIKA KRISTEN,-,2016
9753,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,-,ETIKA KRISTEN,-,2016
9754,SMA/MA,PROTESTAN,NEGERI,BALI,-,-,ETIKA KRISTEN,-,2016
9755,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,-,ETIKA KRISTEN,-,2016
9756,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,-,ETIKA KRISTEN,-,2016
9757,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,-,ETIKA KRISTEN,-,2016
9758,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,-,ETIKA KRISTEN,-,2016
9759,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,-,ETIKA KRISTEN,-,2016
9760,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,-,ETIKA KRISTEN,-,2016
9761,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,-,ETIKA KRISTEN,-,2016
9762,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,-,ETIKA KRISTEN,-,2016
9763,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,-,ETIKA KRISTEN,-,2016
9764,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,13,ETIKA KRISTEN,71.69,2016
9765,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,-,ETIKA KRISTEN,-,2016
9766,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,-,ETIKA KRISTEN,-,2016
9767,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,-,PENGETAHUAN ALKITAB,-,2016
9768,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,-,PENGETAHUAN ALKITAB,-,2016
9769,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,-,PENGETAHUAN ALKITAB,-,2016
9770,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,-,PENGETAHUAN ALKITAB,-,2016
9771,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,-,PENGETAHUAN ALKITAB,-,2016
9772,SMA/MA,PROTESTAN,NEGERI,ACEH,-,-,PENGETAHUAN ALKITAB,-,2016
9773,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,-,-,PENGETAHUAN ALKITAB,-,2016
9774,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,-,PENGETAHUAN ALKITAB,-,2016
9775,SMA/MA,PROTESTAN,NEGERI,RIAU,-,-,PENGETAHUAN ALKITAB,-,2016
9776,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,-,PENGETAHUAN ALKITAB,-,2016
9777,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,-,PENGETAHUAN ALKITAB,-,2016
9778,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,-,PENGETAHUAN ALKITAB,-,2016
9779,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,-,PENGETAHUAN ALKITAB,-,2016
9780,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,-,PENGETAHUAN ALKITAB,-,2016
9781,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,-,PENGETAHUAN ALKITAB,-,2016
9782,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,-,PENGETAHUAN ALKITAB,-,2016
9783,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,-,PENGETAHUAN ALKITAB,-,2016
9784,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,-,PENGETAHUAN ALKITAB,-,2016
9785,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,-,PENGETAHUAN ALKITAB,-,2016
9786,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,-,PENGETAHUAN ALKITAB,-,2016
9787,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,-,PENGETAHUAN ALKITAB,-,2016
9788,SMA/MA,PROTESTAN,NEGERI,BALI,-,-,PENGETAHUAN ALKITAB,-,2016
9789,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,-,PENGETAHUAN ALKITAB,-,2016
9790,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,-,PENGETAHUAN ALKITAB,-,2016
9791,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,-,PENGETAHUAN ALKITAB,-,2016
9792,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,-,PENGETAHUAN ALKITAB,-,2016
9793,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,-,PENGETAHUAN ALKITAB,-,2016
9794,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,-,PENGETAHUAN ALKITAB,-,2016
9795,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,-,PENGETAHUAN ALKITAB,-,2016
9796,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,-,PENGETAHUAN ALKITAB,-,2016
9797,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,-,PENGETAHUAN ALKITAB,-,2016
9798,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,13,PENGETAHUAN ALKITAB,50.46,2016
9799,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,-,PENGETAHUAN ALKITAB,-,2016
9800,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,-,PENGETAHUAN ALKITAB,-,2016
9801,SMA/MA,PROTESTAN,NEGERI,DKI JAKARTA,-,-,SEJARAH GEREJA,-,2016
9802,SMA/MA,PROTESTAN,NEGERI,JAWA BARAT,-,-,SEJARAH GEREJA,-,2016
9803,SMA/MA,PROTESTAN,NEGERI,JAWA TENGAH,-,-,SEJARAH GEREJA,-,2016
9804,SMA/MA,PROTESTAN,NEGERI,DI YOGYAKARTA,-,-,SEJARAH GEREJA,-,2016
9805,SMA/MA,PROTESTAN,NEGERI,JAWA TIMUR,-,-,SEJARAH GEREJA,-,2016
9806,SMA/MA,PROTESTAN,NEGERI,ACEH,-,-,SEJARAH GEREJA,-,2016
9807,SMA/MA,PROTESTAN,NEGERI,SUMATERA UTARA,-,-,SEJARAH GEREJA,-,2016
9808,SMA/MA,PROTESTAN,NEGERI,SUMATERA BARAT,-,-,SEJARAH GEREJA,-,2016
9809,SMA/MA,PROTESTAN,NEGERI,RIAU,-,-,SEJARAH GEREJA,-,2016
9810,SMA/MA,PROTESTAN,NEGERI,JAMBI,-,-,SEJARAH GEREJA,-,2016
9811,SMA/MA,PROTESTAN,NEGERI,SUMATERA SELATAN,-,-,SEJARAH GEREJA,-,2016
9812,SMA/MA,PROTESTAN,NEGERI,LAMPUNG,-,-,SEJARAH GEREJA,-,2016
9813,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN BARAT,-,-,SEJARAH GEREJA,-,2016
9814,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TENGAH,-,-,SEJARAH GEREJA,-,2016
9815,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN SELATAN,-,-,SEJARAH GEREJA,-,2016
9816,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN TIMUR,-,-,SEJARAH GEREJA,-,2016
9817,SMA/MA,PROTESTAN,NEGERI,SULAWESI UTARA,-,-,SEJARAH GEREJA,-,2016
9818,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGAH,-,-,SEJARAH GEREJA,-,2016
9819,SMA/MA,PROTESTAN,NEGERI,SULAWESI SELATAN,-,-,SEJARAH GEREJA,-,2016
9820,SMA/MA,PROTESTAN,NEGERI,SULAWESI TENGGARA,-,-,SEJARAH GEREJA,-,2016
9821,SMA/MA,PROTESTAN,NEGERI,MALUKU,-,-,SEJARAH GEREJA,-,2016
9822,SMA/MA,PROTESTAN,NEGERI,BALI,-,-,SEJARAH GEREJA,-,2016
9823,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA BARAT,-,-,SEJARAH GEREJA,-,2016
9824,SMA/MA,PROTESTAN,NEGERI,NUSA TENGGARA TIMUR,-,-,SEJARAH GEREJA,-,2016
9825,SMA/MA,PROTESTAN,NEGERI,PAPUA,-,-,SEJARAH GEREJA,-,2016
9826,SMA/MA,PROTESTAN,NEGERI,BENGKULU,-,-,SEJARAH GEREJA,-,2016
9827,SMA/MA,PROTESTAN,NEGERI,MALUKU UTARA,-,-,SEJARAH GEREJA,-,2016
9828,SMA/MA,PROTESTAN,NEGERI,BANGKA BELITUNG,-,-,SEJARAH GEREJA,-,2016
9829,SMA/MA,PROTESTAN,NEGERI,GORONTALO,-,-,SEJARAH GEREJA,-,2016
9830,SMA/MA,PROTESTAN,NEGERI,BANTEN,-,-,SEJARAH GEREJA,-,2016
9831,SMA/MA,PROTESTAN,NEGERI,KEPULAUAN RIAU,-,-,SEJARAH GEREJA,-,2016
9832,SMA/MA,PROTESTAN,NEGERI,SULAWESI BARAT,1,13,SEJARAH GEREJA,51.08,2016
9833,SMA/MA,PROTESTAN,NEGERI,PAPUA BARAT,-,-,SEJARAH GEREJA,-,2016
9834,SMA/MA,PROTESTAN,NEGERI,KALIMANTAN UTARA,-,-,SEJARAH GEREJA,-,2016
9835,SMA/MA,PROTESTAN,SWASTA,DKI JAKARTA,1,25,BAHASA INDONESIA,61.12,2016
9836,SMA/MA,PROTESTAN,SWASTA,JAWA BARAT,2,9,BAHASA INDONESIA,52.89,2016
9837,SMA/MA,PROTESTAN,SWASTA,JAWA TENGAH,8,60,BAHASA INDONESIA,58.13,2016
9838,SMA/MA,PROTESTAN,SWASTA,DI YOGYAKARTA,1,10,BAHASA INDONESIA,54,2016
9839,SMA/MA,PROTESTAN,SWASTA,JAWA TIMUR,2,17,BAHASA INDONESIA,54.94,2016
9840,SMA/MA,PROTESTAN,SWASTA,ACEH,-,-,BAHASA INDONESIA,-,2016
9841,SMA/MA,PROTESTAN,SWASTA,SUMATERA UTARA,8,135,BAHASA INDONESIA,56.79,2016
9842,SMA/MA,PROTESTAN,SWASTA,SUMATERA BARAT,-,-,BAHASA INDONESIA,-,2016
9843,SMA/MA,PROTESTAN,SWASTA,RIAU,-,-,BAHASA INDONESIA,-,2016
9844,SMA/MA,PROTESTAN,SWASTA,JAMBI,-,-,BAHASA INDONESIA,-,2016
9845,SMA/MA,PROTESTAN,SWASTA,SUMATERA SELATAN,-,-,BAHASA INDONESIA,-,2016
9846,SMA/MA,PROTESTAN,SWASTA,LAMPUNG,1,11,BAHASA INDONESIA,55.09,2016
9847,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN BARAT,9,173,BAHASA INDONESIA,54.29,2016
9848,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN TENGAH,1,2,BAHASA INDONESIA,50,2016
9849,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN SELATAN,1,2,BAHASA INDONESIA,24,2016
9850,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN TIMUR,1,3,BAHASA INDONESIA,49.33,2016
9851,SMA/MA,PROTESTAN,SWASTA,SULAWESI UTARA,13,183,BAHASA INDONESIA,49.12,2016
9852,SMA/MA,PROTESTAN,SWASTA,SULAWESI TENGAH,3,38,BAHASA INDONESIA,62.69,2016
9853,SMA/MA,PROTESTAN,SWASTA,SULAWESI SELATAN,3,22,BAHASA INDONESIA,51.91,2016
9854,SMA/MA,PROTESTAN,SWASTA,SULAWESI TENGGARA,-,-,BAHASA INDONESIA,-,2016
9855,SMA/MA,PROTESTAN,SWASTA,MALUKU,3,46,BAHASA INDONESIA,50.35,2016
9856,SMA/MA,PROTESTAN,SWASTA,BALI,1,5,BAHASA INDONESIA,46.4,2016
9857,SMA/MA,PROTESTAN,SWASTA,NUSA TENGGARA BARAT,-,-,BAHASA INDONESIA,-,2016
9858,SMA/MA,PROTESTAN,SWASTA,NUSA TENGGARA TIMUR,21,631,BAHASA INDONESIA,42,2016
9859,SMA/MA,PROTESTAN,SWASTA,PAPUA,30,410,BAHASA INDONESIA,44.12,2016
9860,SMA/MA,PROTESTAN,SWASTA,BENGKULU,-,-,BAHASA INDONESIA,-,2016
9861,SMA/MA,PROTESTAN,SWASTA,MALUKU UTARA,5,110,BAHASA INDONESIA,63.7,2016
9862,SMA/MA,PROTESTAN,SWASTA,BANGKA BELITUNG,-,-,BAHASA INDONESIA,-,2016
9863,SMA/MA,PROTESTAN,SWASTA,GORONTALO,-,-,BAHASA INDONESIA,-,2016
9864,SMA/MA,PROTESTAN,SWASTA,BANTEN,2,19,BAHASA INDONESIA,48.32,2016
9865,SMA/MA,PROTESTAN,SWASTA,KEPULAUAN RIAU,-,-,BAHASA INDONESIA,-,2016
9866,SMA/MA,PROTESTAN,SWASTA,SULAWESI BARAT,-,-,BAHASA INDONESIA,-,2016
9867,SMA/MA,PROTESTAN,SWASTA,PAPUA BARAT,5,130,BAHASA INDONESIA,52.94,2016
9868,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN UTARA,3,22,BAHASA INDONESIA,53.73,2016
9869,SMA/MA,PROTESTAN,SWASTA,DKI JAKARTA,1,25,BAHASA INGGRIS,32.16,2016
9870,SMA/MA,PROTESTAN,SWASTA,JAWA BARAT,2,9,BAHASA INGGRIS,34.67,2016
9871,SMA/MA,PROTESTAN,SWASTA,JAWA TENGAH,8,60,BAHASA INGGRIS,31.07,2016
9872,SMA/MA,PROTESTAN,SWASTA,DI YOGYAKARTA,1,10,BAHASA INGGRIS,32.2,2016
9873,SMA/MA,PROTESTAN,SWASTA,JAWA TIMUR,2,17,BAHASA INGGRIS,45.88,2016
9874,SMA/MA,PROTESTAN,SWASTA,ACEH,-,-,BAHASA INGGRIS,-,2016
9875,SMA/MA,PROTESTAN,SWASTA,SUMATERA UTARA,8,135,BAHASA INGGRIS,37.5,2016
9876,SMA/MA,PROTESTAN,SWASTA,SUMATERA BARAT,-,-,BAHASA INGGRIS,-,2016
9877,SMA/MA,PROTESTAN,SWASTA,RIAU,-,-,BAHASA INGGRIS,-,2016
9878,SMA/MA,PROTESTAN,SWASTA,JAMBI,-,-,BAHASA INGGRIS,-,2016
9879,SMA/MA,PROTESTAN,SWASTA,SUMATERA SELATAN,-,-,BAHASA INGGRIS,-,2016
9880,SMA/MA,PROTESTAN,SWASTA,LAMPUNG,1,11,BAHASA INGGRIS,29.82,2016
9881,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN BARAT,9,173,BAHASA INGGRIS,30.89,2016
9882,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN TENGAH,1,2,BAHASA INGGRIS,25,2016
9883,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN SELATAN,1,2,BAHASA INGGRIS,21,2016
9884,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN TIMUR,1,3,BAHASA INGGRIS,28.67,2016
9885,SMA/MA,PROTESTAN,SWASTA,SULAWESI UTARA,13,183,BAHASA INGGRIS,40.19,2016
9886,SMA/MA,PROTESTAN,SWASTA,SULAWESI TENGAH,3,38,BAHASA INGGRIS,38.16,2016
9887,SMA/MA,PROTESTAN,SWASTA,SULAWESI SELATAN,3,22,BAHASA INGGRIS,36.91,2016
9888,SMA/MA,PROTESTAN,SWASTA,SULAWESI TENGGARA,-,-,BAHASA INGGRIS,-,2016
9889,SMA/MA,PROTESTAN,SWASTA,MALUKU,3,46,BAHASA INGGRIS,37,2016
9890,SMA/MA,PROTESTAN,SWASTA,BALI,1,5,BAHASA INGGRIS,26.8,2016
9891,SMA/MA,PROTESTAN,SWASTA,NUSA TENGGARA BARAT,-,-,BAHASA INGGRIS,-,2016
9892,SMA/MA,PROTESTAN,SWASTA,NUSA TENGGARA TIMUR,21,631,BAHASA INGGRIS,30.45,2016
9893,SMA/MA,PROTESTAN,SWASTA,PAPUA,30,410,BAHASA INGGRIS,31.18,2016
9894,SMA/MA,PROTESTAN,SWASTA,BENGKULU,-,-,BAHASA INGGRIS,-,2016
9895,SMA/MA,PROTESTAN,SWASTA,MALUKU UTARA,5,110,BAHASA INGGRIS,33.88,2016
9896,SMA/MA,PROTESTAN,SWASTA,BANGKA BELITUNG,-,-,BAHASA INGGRIS,-,2016
9897,SMA/MA,PROTESTAN,SWASTA,GORONTALO,-,-,BAHASA INGGRIS,-,2016
9898,SMA/MA,PROTESTAN,SWASTA,BANTEN,2,19,BAHASA INGGRIS,37.68,2016
9899,SMA/MA,PROTESTAN,SWASTA,KEPULAUAN RIAU,-,-,BAHASA INGGRIS,-,2016
9900,SMA/MA,PROTESTAN,SWASTA,SULAWESI BARAT,-,-,BAHASA INGGRIS,-,2016
9901,SMA/MA,PROTESTAN,SWASTA,PAPUA BARAT,5,130,BAHASA INGGRIS,35.07,2016
9902,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN UTARA,3,22,BAHASA INGGRIS,38.64,2016
9903,SMA/MA,PROTESTAN,SWASTA,DKI JAKARTA,1,25,MATEMATIKA,28.1,2016
9904,SMA/MA,PROTESTAN,SWASTA,JAWA BARAT,2,9,MATEMATIKA,26.11,2016
9905,SMA/MA,PROTESTAN,SWASTA,JAWA TENGAH,8,60,MATEMATIKA,25.79,2016
9906,SMA/MA,PROTESTAN,SWASTA,DI YOGYAKARTA,1,10,MATEMATIKA,20.5,2016
9907,SMA/MA,PROTESTAN,SWASTA,JAWA TIMUR,2,17,MATEMATIKA,38.82,2016
9908,SMA/MA,PROTESTAN,SWASTA,ACEH,-,-,MATEMATIKA,-,2016
9909,SMA/MA,PROTESTAN,SWASTA,SUMATERA UTARA,8,135,MATEMATIKA,36.09,2016
9910,SMA/MA,PROTESTAN,SWASTA,SUMATERA BARAT,-,-,MATEMATIKA,-,2016
9911,SMA/MA,PROTESTAN,SWASTA,RIAU,-,-,MATEMATIKA,-,2016
9912,SMA/MA,PROTESTAN,SWASTA,JAMBI,-,-,MATEMATIKA,-,2016
9913,SMA/MA,PROTESTAN,SWASTA,SUMATERA SELATAN,-,-,MATEMATIKA,-,2016
9914,SMA/MA,PROTESTAN,SWASTA,LAMPUNG,1,11,MATEMATIKA,20,2016
9915,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN BARAT,9,173,MATEMATIKA,22.72,2016
9916,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN TENGAH,1,2,MATEMATIKA,22.5,2016
9917,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN SELATAN,1,2,MATEMATIKA,28.75,2016
9918,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN TIMUR,1,3,MATEMATIKA,29.17,2016
9919,SMA/MA,PROTESTAN,SWASTA,SULAWESI UTARA,13,183,MATEMATIKA,39.63,2016
9920,SMA/MA,PROTESTAN,SWASTA,SULAWESI TENGAH,3,38,MATEMATIKA,62.04,2016
9921,SMA/MA,PROTESTAN,SWASTA,SULAWESI SELATAN,3,22,MATEMATIKA,39.09,2016
9922,SMA/MA,PROTESTAN,SWASTA,SULAWESI TENGGARA,-,-,MATEMATIKA,-,2016
9923,SMA/MA,PROTESTAN,SWASTA,MALUKU,3,46,MATEMATIKA,37.5,2016
9924,SMA/MA,PROTESTAN,SWASTA,BALI,1,5,MATEMATIKA,16,2016
9925,SMA/MA,PROTESTAN,SWASTA,NUSA TENGGARA BARAT,-,-,MATEMATIKA,-,2016
9926,SMA/MA,PROTESTAN,SWASTA,NUSA TENGGARA TIMUR,21,631,MATEMATIKA,30.14,2016
9927,SMA/MA,PROTESTAN,SWASTA,PAPUA,30,410,MATEMATIKA,27.45,2016
9928,SMA/MA,PROTESTAN,SWASTA,BENGKULU,-,-,MATEMATIKA,-,2016
9929,SMA/MA,PROTESTAN,SWASTA,MALUKU UTARA,5,110,MATEMATIKA,28.95,2016
9930,SMA/MA,PROTESTAN,SWASTA,BANGKA BELITUNG,-,-,MATEMATIKA,-,2016
9931,SMA/MA,PROTESTAN,SWASTA,GORONTALO,-,-,MATEMATIKA,-,2016
9932,SMA/MA,PROTESTAN,SWASTA,BANTEN,2,19,MATEMATIKA,25.92,2016
9933,SMA/MA,PROTESTAN,SWASTA,KEPULAUAN RIAU,-,-,MATEMATIKA,-,2016
9934,SMA/MA,PROTESTAN,SWASTA,SULAWESI BARAT,-,-,MATEMATIKA,-,2016
9935,SMA/MA,PROTESTAN,SWASTA,PAPUA BARAT,5,130,MATEMATIKA,40.73,2016
9936,SMA/MA,PROTESTAN,SWASTA,KALIMANTAN UTARA,3,22,MATEMATIKA,47.27,2016
9937,SMA/MA,PROTESTAN,SWASTA,DKI JAKARTA,1,25,ETIKA KRISTEN,75.36,2016
9938,SMA/MA,PROTESTAN,SWASTA,JAWA BARAT,2,9,ETIKA KRISTEN,68.22,2016
9939,SMA/MA,PROTESTAN,SWASTA,JAWA TENGAH,8,60,ETIKA KRISTEN,71.9,2016
9940,SMA/MA,PROTESTAN,SWASTA,DI YOGYAKARTA,1,10,ETIKA KRISTEN,68,2016
9941,SMA/MA,PROTESTAN,SWASTA,JAWA TIMUR,2,17,ETIKA KRISTEN,66.83,2016
9942,SMA/MA,PROTESTAN,SWASTA,ACEH,-,-,ETIKA KRISTEN,-,2016
9943,SMA/MA,PROTESTAN,SWASTA,SUMATERA UTARA,8,135,ETIKA KRISTEN,71.08,2016
9944,SMA/MA,PROTESTAN,SWASTA,SUMATERA BARAT,-,-,ETIKA KRISTEN,-,2016
